Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
2,4,2013-08-15,5186,619,1,1,0,1
2,5,2013-08-16,4895,571,1,1,0,1
2,6,2013-08-17,2731,353,1,0,0,0
2,7,2013-08-18,0,0,0,0,0,0
2,1,2013-08-19,3747,528,1,0,0,1
2,2,2013-08-20,3894,517,1,0,0,1
2,3,2013-08-21,4399,655,1,0,0,1
2,4,2013-08-22,3998,536,1,0,0,1
2,5,2013-08-23,3652,523,1,0,0,1
2,6,2013-08-24,2546,343,1,0,0,0
2,7,2013-08-25,0,0,0,0,0,0
2,1,2013-08-26,7453,752,1,1,0,0
2,2,2013-08-27,6529,717,1,1,0,0
2,3,2013-08-28,6474,811,1,1,0,0
2,4,2013-08-29,5527,635,1,1,0,0
2,5,2013-08-30,6280,702,1,1,0,0
2,6,2013-08-31,2803,348,1,0,0,0
2,7,2013-09-01,0,0,0,0,0,0
2,1,2013-09-02,4305,547,1,0,0,0
2,2,2013-09-03,4199,549,1,0,0,0
2,3,2013-09-04,4709,673,1,0,0,0
2,4,2013-09-05,3784,531,1,0,0,0
2,5,2013-09-06,3793,471,1,0,0,0
2,6,2013-09-07,2540,330,1,0,0,0
2,7,2013-09-08,0,0,0,0,0,0
2,1,2013-09-09,7005,726,1,1,0,0
2,2,2013-09-10,6578,707,1,1,0,0
2,3,2013-09-11,6537,791,1,1,0,0
2,4,2013-09-12,5558,618,1,1,0,0
2,5,2013-09-13,4954,550,1,1,0,0
2,6,2013-09-14,2841,352,1,0,0,0
2,7,2013-09-15,0,0,0,0,0,0
2,1,2013-09-16,3837,509,1,0,0,0
2,2,2013-09-17,3823,525,1,0,0,0
2,3,2013-09-18,4574,625,1,0,0,0
2,4,2013-09-19,3840,509,1,0,0,0
2,5,2013-09-20,3949,475,1,0,0,0
2,6,2013-09-21,2651,335,1,0,0,0
2,7,2013-09-22,0,0,0,0,0,0
2,1,2013-09-23,6802,677,1,1,0,0
2,2,2013-09-24,6387,670,1,1,0,0
2,3,2013-09-25,6708,858,1,1,0,0
2,4,2013-09-26,5795,629,1,1,0,0
2,5,2013-09-27,4874,547,1,1,0,0
2,6,2013-09-28,3428,383,1,0,0,0
2,7,2013-09-29,0,0,0,0,0,0
2,1,2013-09-30,5610,691,1,0,0,0
2,2,2013-10-01,3830,539,1,0,0,0
2,3,2013-10-02,5238,691,1,0,0,0
2,4,2013-10-03,2656,381,1,0,a,0
2,5,2013-10-04,4671,547,1,0,0,0
2,6,2013-10-05,2688,342,1,0,0,0
2,7,2013-10-06,0,0,0,0,0,0
2,1,2013-10-07,7368,737,1,1,0,0
2,2,2013-10-08,6282,691,1,1,0,0
2,3,2013-10-09,7006,826,1,1,0,0
2,4,2013-10-10,4972,555,1,1,0,0
2,5,2013-10-11,4923,547,1,1,0,0
2,6,2013-10-12,2914,344,1,0,0,0
2,7,2013-10-13,0,0,0,0,0,0
2,1,2013-10-14,4528,578,1,0,0,0
2,2,2013-10-15,3584,472,1,0,0,0
2,3,2013-10-16,5035,679,1,0,0,0
2,4,2013-10-17,3986,519,1,0,0,0
2,5,2013-10-18,4095,548,1,0,0,0
2,6,2013-10-19,2441,325,1,0,0,0
2,7,2013-10-20,0,0,0,0,0,0
2,1,2013-10-21,6538,730,1,1,0,1
2,2,2013-10-22,5450,582,1,1,0,1
2,3,2013-10-23,5896,754,1,1,0,1
2,4,2013-10-24,5015,604,1,1,0,1
2,5,2013-10-25,4524,531,1,1,0,1
2,6,2013-10-26,2517,348,1,0,0,0
2,7,2013-10-27,0,0,0,0,0,0
2,1,2013-10-28,3859,526,1,0,0,1
2,2,2013-10-29,4074,532,1,0,0,1
2,3,2013-10-30,6272,796,1,0,0,1
2,4,2013-10-31,0,0,0,0,a,1
2,5,2013-11-01,5507,664,1,0,0,1
2,6,2013-11-02,2688,355,1,0,0,0
2,7,2013-11-03,0,0,0,0,0,0
2,1,2013-11-04,7930,768,1,1,0,0
2,2,2013-11-05,6368,681,1,1,0,0
2,3,2013-11-06,6941,798,1,1,0,0
2,4,2013-11-07,5570,630,1,1,0,0
2,5,2013-11-08,5441,590,1,1,0,0
2,6,2013-11-09,3145,376,1,0,0,0
2,7,2013-11-10,0,0,0,0,0,0
2,1,2013-11-11,4017,509,1,0,0,0
2,2,2013-11-12,4116,537,1,0,0,0
2,3,2013-11-13,4980,668,1,0,0,0
2,4,2013-11-14,4388,541,1,0,0,0
2,5,2013-11-15,4042,505,1,0,0,0
2,6,2013-11-16,2829,359,1,0,0,0
2,7,2013-11-17,0,0,0,0,0,0
2,1,2013-11-18,7435,735,1,1,0,0
2,2,2013-11-19,6016,660,1,1,0,0
2,3,2013-11-20,6390,690,1,1,0,0
2,4,2013-11-21,5397,571,1,1,0,0
2,5,2013-11-22,4474,537,1,1,0,0
2,6,2013-11-23,2965,335,1,0,0,0
2,7,2013-11-24,0,0,0,0,0,0
2,1,2013-11-25,4669,556,1,0,0,0
2,2,2013-11-26,4303,543,1,0,0,0
2,3,2013-11-27,5498,694,1,0,0,0
2,4,2013-11-28,5149,579,1,0,0,0
2,5,2013-11-29,5027,587,1,0,0,0
2,6,2013-11-30,3343,365,1,0,0,0
2,7,2013-12-01,0,0,0,0,0,0
2,1,2013-12-02,8836,850,1,1,0,0
2,2,2013-12-03,8137,741,1,1,0,0
2,3,2013-12-04,8202,854,1,1,0,0
2,4,2013-12-05,7163,701,1,1,0,0
2,5,2013-12-06,4816,544,1,1,0,0
2,6,2013-12-07,2534,302,1,0,0,0
2,7,2013-12-08,0,0,0,0,0,0
2,1,2013-12-09,4392,587,1,0,0,0
2,2,2013-12-10,4994,629,1,0,0,0
2,3,2013-12-11,6052,732,1,0,0,0
2,4,2013-12-12,5232,591,1,0,0,0
2,5,2013-12-13,4808,546,1,0,0,0
2,6,2013-12-14,3236,353,1,0,0,0
2,7,2013-12-15,0,0,0,0,0,0
2,1,2013-12-16,10479,925,1,1,0,0
2,2,2013-12-17,10374,882,1,1,0,0
2,3,2013-12-18,10019,1011,1,1,0,0
2,4,2013-12-19,8559,823,1,1,0,0
2,5,2013-12-20,7574,801,1,1,0,0
2,6,2013-12-21,4941,539,1,0,0,0
2,7,2013-12-22,0,0,0,0,0,0
2,1,2013-12-23,8640,971,1,0,0,1
2,2,2013-12-24,2407,277,1,0,0,1
2,3,2013-12-25,0,0,0,0,c,1
2,4,2013-12-26,0,0,0,0,c,1
2,5,2013-12-27,5582,659,1,0,0,1
2,6,2013-12-28,3561,416,1,0,0,0
2,7,2013-12-29,0,0,0,0,0,0
2,1,2013-12-30,7528,852,1,0,0,1
2,2,2013-12-31,2148,268,1,0,0,1
2,3,2014-01-01,0,0,0,0,a,1
2,4,2014-01-02,3759,531,1,0,0,1
2,5,2014-01-03,4802,560,1,0,0,1
2,6,2014-01-04,2760,321,1,0,0,0
2,7,2014-01-05,0,0,0,0,0,0
2,1,2014-01-06,8317,823,1,1,0,0
2,2,2014-01-07,6567,727,1,1,0,0
2,3,2014-01-08,6597,796,1,1,0,0
2,4,2014-01-09,6081,643,1,1,0,0
2,5,2014-01-10,5146,628,1,1,0,0
2,6,2014-01-11,2872,358,1,0,0,0
2,7,2014-01-12,0,0,0,0,0,0
2,1,2014-01-13,4290,552,1,0,0,0
2,2,2014-01-14,4195,497,1,0,0,0
2,3,2014-01-15,4919,673,1,0,0,0
2,4,2014-01-16,3998,507,1,0,0,0
2,5,2014-01-17,3868,480,1,0,0,0
2,6,2014-01-18,2497,322,1,0,0,0
2,7,2014-01-19,0,0,0,0,0,0
2,1,2014-01-20,7082,739,1,1,0,0
2,2,2014-01-21,6564,691,1,1,0,0
2,3,2014-01-22,5451,680,1,1,0,0
2,4,2014-01-23,5010,531,1,1,0,0
2,5,2014-01-24,4701,531,1,1,0,0
2,6,2014-01-25,2274,290,1,0,0,0
2,7,2014-01-26,0,0,0,0,0,0
2,1,2014-01-27,3708,507,1,0,0,0
2,2,2014-01-28,3677,497,1,0,0,0
2,3,2014-01-29,4292,567,1,0,0,0
2,4,2014-01-30,4214,493,1,0,0,0
2,5,2014-01-31,4608,550,1,0,0,0
2,6,2014-02-01,2929,353,1,0,0,0
2,7,2014-02-02,0,0,0,0,0,0
2,1,2014-02-03,7372,791,1,1,0,0
2,2,2014-02-04,7036,671,1,1,0,0
2,3,2014-02-05,7198,820,1,1,0,0
2,4,2014-02-06,6012,670,1,1,0,0
2,5,2014-02-07,4848,565,1,1,0,0
2,6,2014-02-08,2484,331,1,0,0,0
2,7,2014-02-09,0,0,0,0,0,0
2,1,2014-02-10,4006,532,1,0,0,0
2,2,2014-02-11,4056,532,1,0,0,0
2,3,2014-02-12,4848,654,1,0,0,0
2,4,2014-02-13,4171,498,1,0,0,0
2,5,2014-02-14,4324,527,1,0,0,0
2,6,2014-02-15,2509,300,1,0,0,0
2,7,2014-02-16,0,0,0,0,0,0
2,1,2014-02-17,7584,761,1,1,0,1
2,2,2014-02-18,5979,644,1,1,0,1
2,3,2014-02-19,6419,774,1,1,0,1
2,4,2014-02-20,4961,584,1,1,0,1
2,5,2014-02-21,4790,527,1,1,0,1
2,6,2014-02-22,2563,316,1,0,0,0
2,7,2014-02-23,0,0,0,0,0,0
2,1,2014-02-24,3894,499,1,0,0,0
2,2,2014-02-25,3520,489,1,0,0,0
2,3,2014-02-26,4548,632,1,0,0,0
2,4,2014-02-27,3998,493,1,0,0,0
2,5,2014-02-28,4400,555,1,0,0,0
2,6,2014-03-01,3350,373,1,0,0,0
2,7,2014-03-02,0,0,0,0,0,0
2,1,2014-03-03,7332,760,1,1,0,0
2,2,2014-03-04,6006,630,1,1,0,0
2,3,2014-03-05,6740,802,1,1,0,0
2,4,2014-03-06,5173,611,1,1,0,0
2,5,2014-03-07,5275,593,1,1,0,0
2,6,2014-03-08,2863,353,1,0,0,0
2,7,2014-03-09,0,0,0,0,0,0
2,1,2014-03-10,3799,516,1,0,0,0
2,2,2014-03-11,3575,501,1,0,0,0
2,3,2014-03-12,4581,658,1,0,0,0
2,4,2014-03-13,4172,551,1,0,0,0
2,5,2014-03-14,3321,430,1,0,0,0
2,6,2014-03-15,2678,333,1,0,0,0
2,7,2014-03-16,0,0,0,0,0,0
2,1,2014-03-17,7054,743,1,1,0,0
2,2,2014-03-18,5805,644,1,1,0,0
2,3,2014-03-19,6275,747,1,1,0,0
2,4,2014-03-20,4950,574,1,1,0,0
2,5,2014-03-21,4993,551,1,1,0,0
2,6,2014-03-22,2569,314,1,0,0,0
2,7,2014-03-23,0,0,0,0,0,0
2,1,2014-03-24,3893,523,1,0,0,0
2,2,2014-03-25,4086,503,1,0,0,0
2,3,2014-03-26,5059,682,1,0,0,0
2,4,2014-03-27,4350,523,1,0,0,0
2,5,2014-03-28,4409,489,1,0,0,0
2,6,2014-03-29,2815,328,1,0,0,0
2,7,2014-03-30,0,0,0,0,0,0
2,1,2014-03-31,9908,963,1,1,0,0
2,2,2014-04-01,4862,587,1,1,0,0
2,3,2014-04-02,7013,825,1,1,0,0
2,4,2014-04-03,5078,581,1,1,0,0
2,5,2014-04-04,5016,566,1,1,0,0
2,6,2014-04-05,2655,330,1,0,0,0
2,7,2014-04-06,0,0,0,0,0,0
2,1,2014-04-07,3941,528,1,0,0,0
2,2,2014-04-08,4475,519,1,0,0,0
2,3,2014-04-09,5142,706,1,0,0,0
2,4,2014-04-10,3691,471,1,0,0,0
2,5,2014-04-11,4701,516,1,0,0,0
2,6,2014-04-12,2574,328,1,0,0,0
2,7,2014-04-13,0,0,0,0,0,0
2,1,2014-04-14,7714,758,1,1,0,0
2,2,2014-04-15,7701,747,1,1,0,0
2,3,2014-04-16,7317,876,1,1,0,0
2,4,2014-04-17,6647,737,1,1,0,0
2,5,2014-04-18,0,0,0,1,b,0
2,6,2014-04-19,4146,465,1,0,0,0
2,7,2014-04-20,0,0,0,0,0,0
2,1,2014-04-21,0,0,0,0,b,1
2,2,2014-04-22,4419,573,1,0,0,1
2,3,2014-04-23,4757,655,1,0,0,1
2,4,2014-04-24,3675,515,1,0,0,1
2,5,2014-04-25,3795,489,1,0,0,1
2,6,2014-04-26,2701,335,1,0,0,0
2,7,2014-04-27,0,0,0,0,0,0
2,1,2014-04-28,6520,667,1,1,0,1
2,2,2014-04-29,6667,707,1,1,0,1
2,3,2014-04-30,7646,943,1,1,0,1
2,4,2014-05-01,0,0,0,1,a,1
2,5,2014-05-02,7176,743,1,1,0,1
2,6,2014-05-03,2968,369,1,0,0,0
2,7,2014-05-04,0,0,0,0,0,0
2,1,2014-05-05,7242,751,1,1,0,0
2,2,2014-05-06,5992,628,1,1,0,0
2,3,2014-05-07,6733,780,1,1,0,0
2,4,2014-05-08,5151,626,1,1,0,0
2,5,2014-05-09,5979,743,1,1,0,0
2,6,2014-05-10,2430,316,1,0,0,0
2,7,2014-05-11,0,0,0,0,0,0
2,1,2014-05-12,3860,546,1,0,0,0
2,2,2014-05-13,3974,530,1,0,0,0
2,3,2014-05-14,4700,664,1,0,0,0
2,4,2014-05-15,4108,518,1,0,0,0
2,5,2014-05-16,3779,528,1,0,0,0
2,6,2014-05-17,2532,352,1,0,0,0
2,7,2014-05-18,0,0,0,0,0,0
2,1,2014-05-19,6996,734,1,1,0,0
2,2,2014-05-20,5155,629,1,1,0,0
2,3,2014-05-21,5584,753,1,1,0,0
2,4,2014-05-22,4887,582,1,1,0,0
2,5,2014-05-23,4802,555,1,1,0,0
2,6,2014-05-24,2516,334,1,0,0,0
2,7,2014-05-25,0,0,0,0,0,0
2,1,2014-05-26,4173,547,1,0,0,0
2,2,2014-05-27,4042,513,1,0,0,0
2,3,2014-05-28,5203,652,1,0,0,0
2,4,2014-05-29,0,0,0,0,a,0
2,5,2014-05-30,5694,743,1,0,0,1
2,6,2014-05-31,2953,485,1,0,0,0
2,7,2014-06-01,0,0,0,0,0,0
2,1,2014-06-02,7320,775,1,1,0,0
2,2,2014-06-03,5619,641,1,1,0,0
2,3,2014-06-04,7006,877,1,1,0,0
2,4,2014-06-05,5957,657,1,1,0,0
2,5,2014-06-06,5064,602,1,1,0,0
2,6,2014-06-07,2893,384,1,0,0,0
2,7,2014-06-08,0,0,0,0,0,0
2,1,2014-06-09,0,0,0,0,a,0
2,2,2014-06-10,4403,526,1,0,0,0
2,3,2014-06-11,4976,670,1,0,0,0
2,4,2014-06-12,5187,632,1,0,0,0
2,5,2014-06-13,4568,544,1,0,0,0
2,6,2014-06-14,2897,337,1,0,0,0
2,7,2014-06-15,0,0,0,0,0,0
2,1,2014-06-16,7394,748,1,1,0,0
2,2,2014-06-17,5830,625,1,1,0,0
2,3,2014-06-18,6300,775,1,1,0,0
2,4,2014-06-19,5451,617,1,1,0,0
2,5,2014-06-20,4572,538,1,1,0,0
2,6,2014-06-21,2514,324,1,0,0,0
2,7,2014-06-22,0,0,0,0,0,0
2,1,2014-06-23,4066,559,1,0,0,0
2,2,2014-06-24,3787,496,1,0,0,0
2,3,2014-06-25,4767,613,1,0,0,0
2,4,2014-06-26,4215,542,1,0,0,0
2,5,2014-06-27,4646,552,1,0,0,0
2,6,2014-06-28,2644,340,1,0,0,0
2,7,2014-06-29,0,0,0,0,0,0
2,1,2014-06-30,10682,1021,1,1,0,0
2,2,2014-07-01,5454,646,1,1,0,0
2,3,2014-07-02,6623,821,1,1,0,0
2,4,2014-07-03,5824,888,1,1,0,0
2,5,2014-07-04,5200,1133,1,1,0,0
2,6,2014-07-05,4043,1013,1,0,0,0
2,7,2014-07-06,0,0,0,0,0,0
2,1,2014-07-07,3981,522,1,0,0,0
2,2,2014-07-08,4009,538,1,0,0,0
2,3,2014-07-09,4602,568,1,0,0,0
2,4,2014-07-10,4557,507,1,0,0,0
2,5,2014-07-11,3402,494,1,0,0,0
2,6,2014-07-12,2806,340,1,0,0,0
2,7,2014-07-13,0,0,0,0,0,0
2,1,2014-07-14,7014,714,1,1,0,0
2,2,2014-07-15,6361,692,1,1,0,0
2,3,2014-07-16,7113,869,1,1,0,0
2,4,2014-07-17,5315,600,1,1,0,0
2,5,2014-07-18,4971,550,1,1,0,0
2,6,2014-07-19,3009,339,1,0,0,0
2,7,2014-07-20,0,0,0,0,0,0
2,1,2014-07-21,3802,494,1,0,0,1
2,2,2014-07-22,4509,566,1,0,0,1
2,3,2014-07-23,5152,705,1,0,0,1
2,4,2014-07-24,3886,510,1,0,0,1
2,5,2014-07-25,3956,500,1,0,0,1
2,6,2014-07-26,2243,316,1,0,0,0
2,7,2014-07-27,0,0,0,0,0,0
2,1,2014-07-28,6494,641,1,1,0,1
2,2,2014-07-29,5274,561,1,1,0,1
2,3,2014-07-30,6308,768,1,1,0,1
2,4,2014-07-31,6301,703,1,1,0,1
2,5,2014-08-01,5434,620,1,1,0,1
2,6,2014-08-02,3354,451,1,0,0,0
2,7,2014-08-03,0,0,0,0,0,0
2,1,2014-08-04,6315,668,1,1,0,1
2,2,2014-08-05,5811,621,1,1,0,1
2,3,2014-08-06,6331,767,1,1,0,1
2,4,2014-08-07,4809,563,1,1,0,1
2,5,2014-08-08,4597,498,1,1,0,1
2,6,2014-08-09,2592,344,1,0,0,0
2,7,2014-08-10,0,0,0,0,0,0
2,1,2014-08-11,4158,554,1,0,0,1
2,2,2014-08-12,4319,535,1,0,0,1
2,3,2014-08-13,5010,670,1,0,0,1
2,4,2014-08-14,4606,564,1,0,0,1
2,5,2014-08-15,4218,498,1,0,0,1
2,6,2014-08-16,2847,336,1,0,0,0
2,7,2014-08-17,0,0,0,0,0,0
2,1,2014-08-18,6355,688,1,1,0,1
2,2,2014-08-19,6000,647,1,1,0,1
2,3,2014-08-20,7056,850,1,1,0,1
2,4,2014-08-21,5626,615,1,1,0,1
2,5,2014-08-22,5064,586,1,1,0,1
2,6,2014-08-23,2738,341,1,0,0,0
2,7,2014-08-24,0,0,0,0,0,0
2,1,2014-08-25,3927,538,1,0,0,1
2,2,2014-08-26,3647,462,1,0,0,1
2,3,2014-08-27,5127,699,1,0,0,1
2,4,2014-08-28,3717,524,1,0,0,1
2,5,2014-08-29,4318,537,1,0,0,1
2,6,2014-08-30,2976,376,1,0,0,0
2,7,2014-08-31,0,0,0,0,0,0
2,1,2014-09-01,8173,805,1,1,0,0
2,2,2014-09-02,6422,645,1,1,0,0
2,3,2014-09-03,6615,754,1,1,0,0
2,4,2014-09-04,5401,635,1,1,0,0
2,5,2014-09-05,4823,578,1,1,0,0
2,6,2014-09-06,2551,329,1,0,0,0
2,7,2014-09-07,0,0,0,0,0,0
2,1,2014-09-08,4189,564,1,0,0,0
2,2,2014-09-09,4963,589,1,0,0,0
2,3,2014-09-10,4865,646,1,0,0,0
2,4,2014-09-11,4123,477,1,0,0,0
2,5,2014-09-12,3323,435,1,0,0,0
2,6,2014-09-13,2593,318,1,0,0,0
2,7,2014-09-14,0,0,0,0,0,0
2,1,2014-09-15,6997,735,1,1,0,0
2,2,2014-09-16,6207,663,1,1,0,0
2,3,2014-09-17,6469,762,1,1,0,0
2,4,2014-09-18,4994,556,1,1,0,0
2,5,2014-09-19,4491,547,1,1,0,0
2,6,2014-09-20,2473,306,1,0,0,0
2,7,2014-09-21,0,0,0,0,0,0
2,1,2014-09-22,4004,501,1,0,0,0
2,2,2014-09-23,3874,510,1,0,0,0
2,3,2014-09-24,5084,694,1,0,0,0
2,4,2014-09-25,3911,504,1,0,0,0
2,5,2014-09-26,3583,443,1,0,0,0
2,6,2014-09-27,2725,354,1,0,0,0
2,7,2014-09-28,0,0,0,0,0,0
2,1,2014-09-29,7514,750,1,1,0,0
2,2,2014-09-30,8461,839,1,1,0,0
2,3,2014-10-01,5565,695,1,1,0,0
2,4,2014-10-02,4845,630,1,1,0,0
2,5,2014-10-03,2689,389,1,1,a,0
2,6,2014-10-04,2979,377,1,0,0,0
2,7,2014-10-05,0,0,0,0,0,0
2,1,2014-10-06,7562,748,1,1,0,1
2,2,2014-10-07,5808,646,1,1,0,1
2,3,2014-10-08,6252,736,1,1,0,1
2,4,2014-10-09,5283,614,1,1,0,1
2,5,2014-10-10,4907,529,1,1,0,1
2,6,2014-10-11,2497,322,1,0,0,0
2,7,2014-10-12,0,0,0,0,0,0
2,1,2014-10-13,4377,569,1,0,0,1
2,2,2014-10-14,3982,516,1,0,0,1
2,3,2014-10-15,4732,670,1,0,0,1
2,4,2014-10-16,4288,522,1,0,0,1
2,5,2014-10-17,3852,501,1,0,0,1
2,6,2014-10-18,2613,330,1,0,0,0
2,7,2014-10-19,0,0,0,0,0,0
2,1,2014-10-20,6631,684,1,1,0,0
2,2,2014-10-21,5382,593,1,1,0,0
2,3,2014-10-22,5261,600,1,1,0,0
2,4,2014-10-23,5729,628,1,1,0,0
2,5,2014-10-24,5096,578,1,1,0,0
2,6,2014-10-25,2542,331,1,0,0,0
2,7,2014-10-26,0,0,0,0,0,0
2,1,2014-10-27,4296,573,1,0,0,0
2,2,2014-10-28,3849,523,1,0,0,0
2,3,2014-10-29,4986,668,1,0,0,0
2,4,2014-10-30,5394,653,1,0,0,0
2,5,2014-10-31,0,0,0,0,a,0
2,6,2014-11-01,3305,448,1,0,0,0
2,7,2014-11-02,0,0,0,0,0,0
2,1,2014-11-03,7549,783,1,1,0,0
2,2,2014-11-04,7015,724,1,1,0,0
2,3,2014-11-05,7142,797,1,1,0,0
2,4,2014-11-06,6307,630,1,1,0,0
2,5,2014-11-07,5445,590,1,1,0,0
2,6,2014-11-08,3311,368,1,0,0,0
2,7,2014-11-09,0,0,0,0,0,0
2,1,2014-11-10,6423,690,1,1,0,0
2,2,2014-11-11,5651,601,1,1,0,0
2,3,2014-11-12,6818,776,1,1,0,0
2,4,2014-11-13,5009,624,1,1,0,0
2,5,2014-11-14,4655,560,1,1,0,0
2,6,2014-11-15,2979,373,1,0,0,0
2,7,2014-11-16,0,0,0,0,0,0
2,1,2014-11-17,4157,552,1,0,0,0
2,2,2014-11-18,3468,411,1,0,0,0
2,3,2014-11-19,5091,674,1,0,0,0
2,4,2014-11-20,4527,535,1,0,0,0
2,5,2014-11-21,3978,472,1,0,0,0
2,6,2014-11-22,3085,367,1,0,0,0
2,7,2014-11-23,0,0,0,0,0,0
2,1,2014-11-24,7038,696,1,1,0,0
2,2,2014-11-25,6511,632,1,1,0,0
2,3,2014-11-26,7588,828,1,1,0,0
2,4,2014-11-27,6119,644,1,1,0,0
2,5,2014-11-28,6062,608,1,1,0,0
2,6,2014-11-29,3424,372,1,0,0,0
2,7,2014-11-30,0,0,0,0,0,0
2,1,2014-12-01,8674,783,1,1,0,0
2,2,2014-12-02,7664,751,1,1,0,0
2,3,2014-12-03,7533,769,1,1,0,0
2,4,2014-12-04,6661,670,1,1,0,0
2,5,2014-12-05,6385,676,1,1,0,0
2,6,2014-12-06,2914,386,1,0,0,0
2,7,2014-12-07,0,0,0,0,0,0
2,1,2014-12-08,4821,616,1,0,0,0
2,2,2014-12-09,5264,596,1,0,0,0
2,3,2014-12-10,5830,717,1,0,0,0
2,4,2014-12-11,4629,539,1,0,0,0
2,5,2014-12-12,4407,497,1,0,0,0
2,6,2014-12-13,3375,350,1,0,0,0
2,7,2014-12-14,0,0,0,0,0,0
2,1,2014-12-15,10419,909,1,1,0,0
2,2,2014-12-16,9499,866,1,1,0,0
2,3,2014-12-17,9365,909,1,1,0,0
2,4,2014-12-18,8117,777,1,1,0,0
2,5,2014-12-19,7574,718,1,1,0,0
2,6,2014-12-20,4553,495,1,0,0,0
2,7,2014-12-21,0,0,0,0,0,0
2,1,2014-12-22,9027,924,1,0,0,1
2,2,2014-12-23,7557,816,1,0,0,1
2,3,2014-12-24,2437,274,1,0,0,1
2,4,2014-12-25,0,0,0,0,c,1
2,5,2014-12-26,0,0,0,0,c,1
2,6,2014-12-27,3934,457,1,0,0,0
2,7,2014-12-28,0,0,0,0,0,0
2,1,2014-12-29,5999,662,1,0,0,1
2,2,2014-12-30,5513,632,1,0,0,1
2,3,2014-12-31,2269,252,1,0,0,1
2,4,2015-01-01,0,0,0,0,0,1
2,5,2015-01-02,4137,543,1,0,0,1
2,6,2015-01-03,3132,350,1,0,0,0
2,7,2015-01-04,0,0,0,0,0,0
2,1,2015-01-05,7308,755,1,1,0,0
2,2,2015-01-06,6696,727,1,1,0,0
2,3,2015-01-07,5945,670,1,1,0,0
2,4,2015-01-08,5246,567,1,1,0,0
2,5,2015-01-09,4762,524,1,1,0,0
2,6,2015-01-10,3024,346,1,0,0,0
2,7,2015-01-11,0,0,0,0,0,0
2,1,2015-01-12,7237,689,1,1,0,0
2,2,2015-01-13,6444,695,1,1,0,0
2,3,2015-01-14,6366,700,1,1,0,0
2,4,2015-01-15,5810,632,1,1,0,0
2,5,2015-01-16,5456,573,1,1,0,0
2,6,2015-01-17,2883,340,1,0,0,0
2,7,2015-01-18,0,0,0,0,0,0
2,1,2015-01-19,4082,528,1,0,0,0
2,2,2015-01-20,3955,491,1,0,0,0
2,3,2015-01-21,4524,606,1,0,0,0
2,4,2015-01-22,3728,484,1,0,0,0
2,5,2015-01-23,3206,418,1,0,0,0
2,6,2015-01-24,2575,326,1,0,0,0
2,7,2015-01-25,0,0,0,0,0,0
2,1,2015-01-26,5931,638,1,1,0,0
2,2,2015-01-27,5258,575,1,1,0,0
2,3,2015-01-28,6032,720,1,1,0,0
2,4,2015-01-29,4775,539,1,1,0,0
2,5,2015-01-30,5919,624,1,1,0,0
2,6,2015-01-31,3067,323,1,0,0,0
2,7,2015-02-01,0,0,0,0,0,0
2,1,2015-02-02,8155,808,1,1,0,1
2,2,2015-02-03,6837,684,1,1,0,1
2,3,2015-02-04,6405,721,1,1,0,1
2,4,2015-02-05,5275,603,1,1,0,1
2,5,2015-02-06,5260,550,1,1,0,1
2,6,2015-02-07,2335,306,1,0,0,0
2,7,2015-02-08,0,0,0,0,0,0
2,1,2015-02-09,3678,491,1,0,0,0
2,2,2015-02-10,4653,567,1,0,0,0
2,3,2015-02-11,4773,641,1,0,0,0
2,4,2015-02-12,3765,485,1,0,0,0
2,5,2015-02-13,3647,499,1,0,0,0
2,6,2015-02-14,2809,351,1,0,0,0
2,7,2015-02-15,0,0,0,0,0,0
2,1,2015-02-16,7478,703,1,1,0,0
2,2,2015-02-17,6113,623,1,1,0,0
2,3,2015-02-18,6178,758,1,1,0,0
2,4,2015-02-19,5842,627,1,1,0,0
2,5,2015-02-20,4727,544,1,1,0,0
2,6,2015-02-21,3005,355,1,0,0,0
2,7,2015-02-22,0,0,0,0,0,0
2,1,2015-02-23,3633,481,1,0,0,0
2,2,2015-02-24,3755,498,1,0,0,0
2,3,2015-02-25,4666,653,1,0,0,0
2,4,2015-02-26,4035,509,1,0,0,0
2,5,2015-02-27,4022,517,1,0,0,0
2,6,2015-02-28,3032,378,1,0,0,0
2,7,2015-03-01,0,0,0,0,0,0
2,1,2015-03-02,7161,739,1,1,0,0
2,2,2015-03-03,6610,697,1,1,0,0
2,3,2015-03-04,6478,764,1,1,0,0
2,4,2015-03-05,5532,634,1,1,0,0
2,5,2015-03-06,4823,550,1,1,0,0
2,6,2015-03-07,3211,367,1,0,0,0
2,7,2015-03-08,0,0,0,0,0,0
2,1,2015-03-09,3967,532,1,0,0,0
2,2,2015-03-10,4095,512,1,0,0,0
2,3,2015-03-11,4949,668,1,0,0,0
2,4,2015-03-12,4065,514,1,0,0,0
2,5,2015-03-13,3430,442,1,0,0,0
2,6,2015-03-14,2803,343,1,0,0,0
2,7,2015-03-15,0,0,0,0,0,0
2,1,2015-03-16,7209,734,1,1,0,0
2,2,2015-03-17,6457,666,1,1,0,0
2,3,2015-03-18,7034,786,1,1,0,0
2,4,2015-03-19,5737,622,1,1,0,0
2,5,2015-03-20,4759,532,1,1,0,0
2,6,2015-03-21,2922,367,1,0,0,0
2,7,2015-03-22,0,0,0,0,0,0
